Date,Time,Truth,Distance,St Dev,Successes,Attempts,RSSI(range),RTT(range),RSSI(scan),RTT(scan),Frequency,CenterFreq0,CenterFreq1,BW,Standard,BSSID,SSID,
2023-12-14,13-32-56.756,0.5,11.674,0.513,5,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-32-56.926,0.5,11.117,1.223,11,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-32-57.109,0.5,10.251,0.916,11,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-32-57.306,0.5,11.333,0.717,9,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-32-57.496,0.5,11.777,0.615,9,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-32-57.669,0.5,10.432,1.005,7,31,-83,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-32-57.859,0.5,10.762,0.63,9,31,-83,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-32-58.043,0.5,10.504,0.915,10,31,-83,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-32-58.229,0.5,10.503,1.144,7,31,-83,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-32-58.405,0.5,10.845,1.081,11,31,-83,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-32-58.574,0.5,10.997,0.777,11,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-32-58.756,0.5,10.318,0.83,10,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-32-58.956,0.5,10.547,1.103,13,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-32-59.141,0.5,10.824,0.805,11,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-32-59.336,0.5,10.127,0.127,9,31,-83,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-32-59.526,0.5,11.011,0.281,10,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-32-59.707,0.5,10.578,0.144,9,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-32-59.898,0.5,11.15,0.982,8,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-00.082,0.5,9.956,0.114,11,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-00.279,0.5,10.48,0.071,10,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-00.463,0.5,10.777,0.706,11,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,11-25-31.707,*,0,0,0,0,0,0,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-00.824,0.5,10.104,0,1,31,-82,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-01.019,0.5,11.4,1.382,9,31,-83,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-01.200,0.5,11.48,0.732,9,31,-83,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-01.382,0.5,12.059,1.462,10,31,-83,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-01.566,0.5,11.436,0.973,11,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-01.751,0.5,11.328,0.439,11,31,-83,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-01.945,0.5,9.915,0.003,7,31,-83,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-02.130,0.5,10.717,1.099,12,31,-83,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-02.319,0.5,10.31,0.885,6,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-02.509,0.5,10.765,0.746,11,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-02.694,0.5,10.949,1.344,6,31,-83,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-02.876,0.5,10.967,0.171,10,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-03.056,0.5,11.82,1.94,10,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-03.250,0.5,12.171,1.892,11,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-03.434,0.5,11.132,0.816,11,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-03.636,0.5,11.159,1.399,10,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-03.820,0.5,11.004,0.857,9,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-04.008,0.5,10.965,0.965,11,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-04.199,0.5,10.627,0.079,9,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-04.399,0.5,11.618,0.448,8,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-04.579,0.5,11.15,0.612,7,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-04.769,0.5,11.019,0.661,11,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-04.950,0.5,10.107,1.188,10,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-05.123,0.5,10.172,0.21,9,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-05.310,0.5,11.425,0.461,11,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-05.496,0.5,11.097,0.809,11,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-05.684,0.5,11.624,0.84,9,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,11-25-31.707,*,0,0,0,0,0,0,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-06.064,0.5,10.68,0.049,9,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-06.247,0.5,10.477,0.924,8,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-06.430,0.5,9.979,0.096,8,31,-83,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-06.607,0.5,11.072,0.915,6,31,-83,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-06.813,0.5,10.682,0.878,7,31,-83,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-07.005,0.5,11.474,1.064,10,31,-83,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-07.192,0.5,11.093,0.706,9,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-07.373,0.5,10.609,0.144,11,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-07.567,0.5,12.009,1.713,11,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-07.749,0.5,11.488,0.421,10,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-07.936,0.5,11.434,0.554,10,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-08.114,0.5,11.101,0.084,9,31,-83,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-08.302,0.5,10.581,1.798,10,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-08.486,0.5,11.465,1.057,10,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-08.672,0.5,11.163,0.121,9,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-08.856,0.5,11.044,0.164,7,31,-83,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-09.038,0.5,10.722,0.059,9,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-09.216,0.5,10.851,1.384,6,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-09.396,0.5,10.474,0.978,8,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-09.625,0.5,11.77,1.34,9,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-09.802,0.5,10.724,0.176,10,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-09.980,0.5,11.022,1.377,6,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-10.162,0.5,10.898,0.58,10,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-10.337,0.5,10.398,0.871,9,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-10.531,0.5,11.264,0.583,10,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-10.720,0.5,10.571,0.648,10,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-10.898,0.5,9.952,0.06,8,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-11.079,0.5,10.442,0.126,8,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-11.269,0.5,9.654,0.368,7,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-11.459,0.5,10.7,1.017,12,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-11.647,0.5,10.831,0.854,11,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-11.832,0.5,10.567,0.981,10,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-12.023,0.5,11.193,0.557,11,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-12.211,0.5,10.912,0.152,4,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-12.386,0.5,11.22,0.121,9,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-12.579,0.5,11.41,0.473,10,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-12.759,0.5,11.187,0.187,8,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-12.949,0.5,11.267,0.106,9,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-13.135,0.5,10.661,0.183,6,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-13.318,0.5,10.633,0.123,7,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-13.511,0.5,10.036,0.187,7,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-13.698,0.5,11.338,0.158,10,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-13.904,0.5,10.983,0,4,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-14.091,0.5,9.95,0.378,8,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-14.281,0.5,9.951,0.076,11,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-14.465,0.5,10.506,0.064,6,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-14.629,0.5,10.078,0.18,7,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-14.822,0.5,9.896,0.041,6,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-15.003,0.5,11.22,0.227,7,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-15.182,0.5,10.551,0.069,7,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-15.376,0.5,10.572,0.117,10,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-15.567,0.5,10.106,0.115,8,31,-87,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-15.759,0.5,11.339,0.63,7,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-15.943,0.5,9.671,0.251,9,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-16.128,0.5,10.451,0.093,9,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-16.319,0.5,11.323,0.435,10,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-16.498,0.5,10.937,0.182,8,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-16.683,0.5,10.012,0.124,7,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-16.876,0.5,7.277,4.985,7,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-17.067,0.5,10.963,1.417,8,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-17.253,0.5,9.711,0.345,9,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-17.452,0.5,11.368,0.56,9,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-17.635,0.5,9.638,0.138,8,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-17.815,0.5,10.226,0.94,9,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-18.001,0.5,9.829,0.216,8,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-18.184,0.5,10.779,0.818,9,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-18.375,0.5,9.79,0.548,11,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-18.553,0.5,11.264,0.232,10,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-18.752,0.5,9.814,0.154,8,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-18.928,0.5,10.472,0.119,8,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-19.119,0.5,12.302,0.497,9,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-19.311,0.5,10.058,0.22,5,31,-82,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-19.500,0.5,9.877,0.085,7,31,-83,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-19.677,0.5,11.313,0.777,6,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-19.844,0.5,9.857,0.302,9,31,-84,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-20.031,0.5,10.91,0.742,9,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-20.218,0.5,10.74,0.943,9,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-20.402,0.5,9.735,0.125,8,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-20.580,0.5,10.206,0.886,9,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-20.758,0.5,10.749,1.055,10,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-20.948,0.5,11.786,0.946,9,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-21.129,0.5,11.212,1.138,2,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-21.321,0.5,10.822,0.703,9,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-21.512,0.5,10.774,1.08,4,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-21.744,0.5,9.861,0.148,8,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-21.932,0.5,10.628,0.158,7,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-22.124,0.5,10.545,1.174,7,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-22.313,0.5,10.507,0.943,6,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-22.508,0.5,10.248,0.815,10,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-22.687,0.5,10.381,0.898,11,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-22.871,0.5,10.51,0.189,7,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-23.054,0.5,10.574,0.146,10,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-23.231,0.5,10.092,0.155,9,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-23.414,0.5,11.114,0.745,5,31,-86,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-23.606,0.5,9.88,0.155,10,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
2023-12-14,13-33-23.804,0.5,11.065,0.631,7,31,-85,1,-77,1,5745,5775,0,80,11ac,70:3a:cb:8d:fd:c5,"ayushidrawsablank",
