Date,Time,Truth,Distance,St Dev,Successes,Attempts,RSSI(range),RTT(range),RSSI(scan),RTT(scan),Frequency,CenterFreq0,CenterFreq1,BW,Standard,BSSID,SSID,e0,e1,
2024-02-23,17-42-06.917,0.5,13.063,0.247,6,31,-69,1,-60,1,5745,5775,0,80,11ac,9c:4f:5f:4c:36:04,"rtt-magic",5745,16,
2024-02-23,17-42-07.060,0.5,12.957,0.138,8,31,-69,1,-60,1,5745,5775,0,80,11ac,9c:4f:5f:4c:36:04,"rtt-magic",5745,16,
2024-02-23,17-42-07.212,0.5,12.76,0.107,3,31,-68,1,-60,1,5745,5775,0,80,11ac,9c:4f:5f:4c:36:04,"rtt-magic",5745,16,
2024-02-23,17-42-07.354,0.5,13.072,0,6,31,-69,1,-60,1,5745,5775,0,80,11ac,9c:4f:5f:4c:36:04,"rtt-magic",5745,16,
2024-02-23,17-42-07.499,0.5,13.086,0.201,11,31,-69,1,-60,1,5745,5775,0,80,11ac,9c:4f:5f:4c:36:04,"rtt-magic",5745,16,
2024-02-23,17-42-07.649,0.5,12.93,0.132,8,31,-69,1,-60,1,5745,5775,0,80,11ac,9c:4f:5f:4c:36:04,"rtt-magic",5745,16,
2024-02-23,17-42-07.812,0.5,13.088,0.151,11,31,-69,1,-60,1,5745,5775,0,80,11ac,9c:4f:5f:4c:36:04,"rtt-magic",5745,16,
2024-02-23,17-42-07.963,0.5,12.924,0.058,7,31,-69,1,-60,1,5745,5775,0,80,11ac,9c:4f:5f:4c:36:04,"rtt-magic",5745,16,
2024-02-23,17-42-08.117,0.5,13.251,0.124,7,31,-69,1,-60,1,5745,5775,0,80,11ac,9c:4f:5f:4c:36:04,"rtt-magic",5745,16,
2024-02-23,17-42-08.275,0.5,12.917,0.127,10,31,-69,1,-60,1,5745,5775,0,80,11ac,9c:4f:5f:4c:36:04,"rtt-magic",5745,16,
2024-02-23,17-42-08.422,0.5,13.111,0.292,8,31,-69,1,-60,1,5745,5775,0,80,11ac,9c:4f:5f:4c:36:04,"rtt-magic",5745,16,
2024-02-23,17-42-08.605,0.5,12.925,0.133,11,31,-69,1,-60,1,5745,5775,0,80,11ac,9c:4f:5f:4c:36:04,"rtt-magic",5745,16,
2024-02-23,17-42-08.770,0.5,12.934,0.175,5,31,-69,1,-60,1,5745,5775,0,80,11ac,9c:4f:5f:4c:36:04,"rtt-magic",5745,16,
2024-02-23,17-42-08.935,0.5,13.018,0.063,7,31,-69,1,-60,1,5745,5775,0,80,11ac,9c:4f:5f:4c:36:04,"rtt-magic",5745,16,
2024-02-23,17-42-09.099,0.5,13.075,0.19,11,31,-69,1,-60,1,5745,5775,0,80,11ac,9c:4f:5f:4c:36:04,"rtt-magic",5745,16,
2024-02-23,17-42-09.254,0.5,13.063,0.246,10,31,-69,1,-60,1,5745,5775,0,80,11ac,9c:4f:5f:4c:36:04,"rtt-magic",5745,16,
2024-02-23,17-42-09.413,0.5,13.04,0.123,12,31,-69,1,-60,1,5745,5775,0,80,11ac,9c:4f:5f:4c:36:04,"rtt-magic",5745,16,
2024-02-23,17-42-09.577,0.5,12.979,0.151,9,31,-69,1,-60,1,5745,5775,0,80,11ac,9c:4f:5f:4c:36:04,"rtt-magic",5745,16,
2024-02-23,17-42-09.752,0.5,13.038,0.157,14,31,-69,1,-60,1,5745,5775,0,80,11ac,9c:4f:5f:4c:36:04,"rtt-magic",5745,16,
2024-02-23,17-42-09.906,0.5,13.077,0.176,14,31,-69,1,-60,1,5745,5775,0,80,11ac,9c:4f:5f:4c:36:04,"rtt-magic",5745,16,
